ID Anúncio,Título (BR),Fonte,Vendedor,URL,Preço BR (R$),Qtd disponível,SKU,Produto (canônico),Tipo,Coleção,Preço US (US$),Câmbio USD/BRL,Preço US (R$),Lucro bruto (R$),Margem total %,Mais barato que US %,Lucro líquido est. (R$),Margem líquida est. %,Confiança do match,Confiança do deal,Risco principal,Ação recomendada,Motivo de rejeição
LIGA-135529-2,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#670855,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,286.0,12,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,84.69,29.61,22.85,-97.04,-33.93,HIGH,RED,Margem total 29.6% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-3,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#39542,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,287.4,8,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,83.29,28.98,22.47,-98.44,-34.25,HIGH,RED,Margem total 29.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-4,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#501179,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,289.95,20,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,80.74,27.85,21.78,-100.99,-34.83,HIGH,RED,Margem total 27.9% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-5,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#22773,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,290.99,20,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,79.7,27.39,21.50,-102.03,-35.06,HIGH,RED,Margem total 27.4% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135530-1,(ING) Booster Box - Megaevolução 3 - Perfect Order (English),liga,loja#39542,https://www.ligapokemon.com.br/?view=prod/view&pcode=135530&prod=(ING) Caixa de Booster - Megaevolução 3 - Equilíbrio Perfeito,899.7,8,po-box-en,Perfect Order Booster Box (English),Booster Box,Perfect Order,220.18,5.1671,1137.69,237.99,26.45,20.92,-81.79,-9.09,HIGH,RED,Margem total 26.5% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-1,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#199297,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,185.0,4,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,48.6,26.27,20.81,-108.44,-58.62,HIGH,RED,Margem total 26.3% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-133778-16,(ING) Blister Tech Sticker Escarlate e Violeta 10.5 - Fogo Branco - Gothitelle (English),liga,loja#86960,https://www.ligapokemon.com.br/?view=prod/view&pcode=133778&prod=(ING) Blister Triplo Tech Sticker Escarlate e Violeta 10.5 - Fogo Branco - Gothitelle,154.9,5,wht-tech-sticker,White Flare Tech Sticker (English),Tech Sticker,White Flare,37.77,5.1671,195.16,40.26,25.99,20.63,-109.87,-70.93,HIGH,RED,Margem total 26.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-6,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#490654,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,294.5,10,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,76.19,25.87,20.55,-105.54,-35.84,HIGH,RED,Margem total 25.9% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-133177-3,(ING) Booster Bundle - Escarlate e Violeta 9 - Journey Together (English),liga,loja#461,https://www.ligapokemon.com.br/?view=prod/view&pcode=133177&prod=(ING) Combo de Pacotes - Escarlate e Violeta 9 - Amigos de Jornada,189.9,10,jtg-bundle-en,Journey Together Booster Bundle (English),Booster Bundle,Journey Together,46.22,5.1671,238.82,48.92,25.76,20.49,-109.06,-57.43,HIGH,RED,Margem total 25.8% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-7,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#88876,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,294.95,8,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,75.74,25.68,20.43,-105.99,-35.93,HIGH,RED,Margem total 25.7% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-8,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#117638,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,294.95,10,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,75.74,25.68,20.43,-105.99,-35.93,HIGH,RED,Margem total 25.7% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135118-1,(ING) Blister Tech Sticker Megaevolução 2.5 - Ascended Heroes - Charmander (English),liga,loja#788372,https://www.ligapokemon.com.br/?view=prod/view&pcode=135118&prod=(ING) Blister Triplo Tech Sticker Megaevolução 2.5 - Heróis Excelsos - Charmander,180.0,10,asc-tech-sticker,Ascended Heroes Tech Sticker (English),Tech Sticker,Ascended Heroes,43.49,5.1671,224.72,44.72,24.84,19.90,-110.73,-61.52,HIGH,RED,Margem total 24.8% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-2,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#790326,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,168.98,2,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,41.17,24.36,19.59,-111.66,-66.08,HIGH,RED,Margem total 24.4% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-3,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#39542,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,169.0,3,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,41.15,24.35,19.58,-111.68,-66.08,HIGH,RED,Margem total 24.3% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-2,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#108797,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,188.0,3,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,45.6,24.26,19.52,-111.44,-59.28,HIGH,RED,Margem total 24.3% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-4,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#675338,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,169.18,10,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,40.97,24.21,19.49,-111.86,-66.12,HIGH,RED,Margem total 24.2% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135114-1,(ING) Booster Bundle - Megaevolução 2.5 - Ascended Heroes (English),liga,loja#788372,https://www.ligapokemon.com.br/?view=prod/view&pcode=135114&prod=(ING) Combo de Pacotes - Megaevolução 2.5 - Heróis Excelsos,398.5,7,ah-bundle-en,Ascended Heroes Booster Bundle (English),Booster Bundle,Ascended Heroes,95.75,5.1671,494.75,96.25,24.15,19.45,-107.81,-27.05,HIGH,RED,Margem total 24.1% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-1,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#36288,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,344.0,4,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,83.01,24.13,19.44,-108.85,-31.64,HIGH,RED,Margem total 24.1% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135114-2,(ING) Booster Bundle - Megaevolução 2.5 - Ascended Heroes (English),liga,loja#506336,https://www.ligapokemon.com.br/?view=prod/view&pcode=135114&prod=(ING) Combo de Pacotes - Megaevolução 2.5 - Heróis Excelsos,398.9,4,ah-bundle-en,Ascended Heroes Booster Bundle (English),Booster Bundle,Ascended Heroes,95.75,5.1671,494.75,95.85,24.03,19.37,-108.21,-27.13,HIGH,RED,Margem total 24.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-9,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#36288,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,299.0,9,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,71.69,23.98,19.34,-110.04,-36.80,HIGH,RED,Margem total 24.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-2,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#790326,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,344.99,2,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,82.02,23.77,19.21,-109.84,-31.84,HIGH,RED,Margem total 23.8% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-3,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#128385,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,345.0,8,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,82.01,23.77,19.21,-109.85,-31.84,HIGH,RED,Margem total 23.8% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135114-3,(ING) Booster Bundle - Megaevolução 2.5 - Ascended Heroes (English),liga,loja#789938,https://www.ligapokemon.com.br/?view=prod/view&pcode=135114&prod=(ING) Combo de Pacotes - Megaevolução 2.5 - Heróis Excelsos,399.9,4,ah-bundle-en,Ascended Heroes Booster Bundle (English),Booster Bundle,Ascended Heroes,95.75,5.1671,494.75,94.85,23.72,19.17,-109.21,-27.31,HIGH,RED,Margem total 23.7% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-5,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#22773,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,169.9,8,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,40.25,23.69,19.15,-112.58,-66.26,HIGH,RED,Margem total 23.7% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-6,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#549403,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,170.0,3,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,40.15,23.62,19.10,-112.68,-66.28,HIGH,RED,Margem total 23.6% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135868-1,(ING) Booster Pack - Megaevolução 4 - Chaos Rising (English),liga,loja#49834,https://www.ligapokemon.com.br/?view=prod/view&pcode=135868&prod=(ING) Booster Avulso - Megaevolução 4 - Caos Ascendente,29.9,36,cr-pack-en,Chaos Rising Booster Pack (English),Sleeved Booster,Chaos Rising,7.15,5.1671,36.94,7.04,23.56,19.07,-4.4,-14.71,HIGH,RED,Margem total 23.6% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-3,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#790326,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.49,6,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,44.11,23.28,18.88,-112.93,-59.60,HIGH,RED,Margem total 23.3% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-4,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#88876,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.5,19,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,44.1,23.27,18.88,-112.94,-59.60,HIGH,RED,Margem total 23.3% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-5,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#761952,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.79,4,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.81,23.09,18.76,-113.23,-59.66,HIGH,RED,Margem total 23.1% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-6,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#699868,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.8,20,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.8,23.08,18.75,-113.24,-59.67,HIGH,RED,Margem total 23.1% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-7,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#258032,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.9,9,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.7,23.01,18.71,-113.34,-59.69,HIGH,RED,Margem total 23.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-8,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#680279,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.9,4,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.7,23.01,18.71,-113.34,-59.69,HIGH,RED,Margem total 23.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135113-5,(ING) Booster Pack - Megaevolução 2.5 - Ascended Heroes (English),liga,loja#712975,https://www.ligapokemon.com.br/?view=prod/view&pcode=135113&prod=(ING) Booster Avulso - Megaevolução 2.5 - Heróis Excelsos,59.9,10,ah-pack-en,Ascended Heroes Booster Pack (English),Sleeved Booster,Ascended Heroes,14.26,5.1671,73.68,13.78,23.01,18.71,-4.27,-7.13,HIGH,RED,Margem total 23.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-9,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#700819,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.99,3,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.61,22.96,18.67,-113.43,-59.71,HIGH,RED,Margem total 23.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135865-10,(ING) Booster Bundle - Megaevolução 4 - Chaos Rising (English),liga,loja#769684,https://www.ligapokemon.com.br/?view=prod/view&pcode=135865&prod=(ING) Combo de Pacotes - Megaevolução 4 - Caos Ascendente,189.99,12,cr-bundle-en,Chaos Rising Booster Bundle (English),Booster Bundle,Chaos Rising,45.21,5.1671,233.6,43.61,22.96,18.67,-113.43,-59.71,HIGH,RED,Margem total 23.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-7,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#611185,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,171.3,13,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,38.85,22.68,18.49,-113.98,-66.54,HIGH,RED,Margem total 22.7% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-8,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#677850,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,171.47,4,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,38.68,22.56,18.40,-114.15,-66.57,HIGH,RED,Margem total 22.6% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-4,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#309121,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.49,25,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.52,22.18,18.15,-114.34,-32.72,HIGH,RED,Margem total 22.2% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-5,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#238651,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.5,5,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.51,22.18,18.15,-114.35,-32.72,HIGH,RED,Margem total 22.2% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-6,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#558333,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.9,13,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.11,22.04,18.06,-114.75,-32.80,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-7,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#88876,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.95,27,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.06,22.02,18.05,-114.8,-32.81,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-8,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#700819,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.98,4,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.03,22.01,18.04,-114.83,-32.81,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-9,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#177862,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.99,5,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.02,22.01,18.04,-114.84,-32.81,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-10,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#535000,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,349.99,1,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.02,22.01,18.04,-114.84,-32.81,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-11,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#110068,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,350.0,12,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.01,22.00,18.03,-114.85,-32.82,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-12,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#129419,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,350.0,4,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.01,22.00,18.03,-114.85,-32.82,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135866-13,(ING) Elite Trainer Box - Megaevolução 4 - Chaos Rising (English),liga,loja#726023,https://www.ligapokemon.com.br/?view=prod/view&pcode=135866&prod=(ING) Coleção Treinador Avançado - Megaevolução 4 - Caos Ascendente,350.0,7,cr-etb-en,Chaos Rising Elite Trainer Box (English),Elite Trainer Box,Chaos Rising,82.64,5.1671,427.01,77.01,22.00,18.03,-114.85,-32.82,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-10,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#790326,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,303.92,2,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,66.77,21.97,18.01,-114.96,-37.82,HIGH,RED,Margem total 22.0% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135529-11,(ING) Elite Trainer Box - Megaevolução 3 - Perfect Order (English),liga,loja#88061,https://www.ligapokemon.com.br/?view=prod/view&pcode=135529&prod=(ING) Coleção Treinador Avançado - Megaevolução 3 - Equilíbrio Perfeito,303.99,7,po-etb-en,Perfect Order Elite Trainer Box (English),Elite Trainer Box,Perfect Order,71.74,5.1671,370.69,66.7,21.94,17.99,-115.03,-37.84,HIGH,RED,Margem total 21.9% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135528-9,(ING) Booster Bundle - Megaevolução 3 - Perfect Order (English),liga,loja#558333,https://www.ligapokemon.com.br/?view=prod/view&pcode=135528&prod=(ING) Combo de Pacotes - Megaevolução 3 - Equilíbrio Perfeito,172.9,18,po-bundle-en,Perfect Order Booster Bundle (English),Booster Bundle,Perfect Order,40.67,5.1671,210.15,37.25,21.54,17.72,-115.58,-66.85,HIGH,RED,Margem total 21.5% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-133172-5,(ING) Elite Trainer Box - Escarlate e Violeta - Journey Together (English),liga,loja#461,https://www.ligapokemon.com.br/?view=prod/view&pcode=133172&prod=(ING) Coleção Treinador Avançado - Escarlate e Violeta - Amigos de Jornada,549.9,9,jtg-etb-en,Journey Together Elite Trainer Box (English),Elite Trainer Box,Journey Together,129.24,5.1671,667.8,117.9,21.44,17.65,-117.31,-21.33,HIGH,RED,Margem total 21.4% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-133172-6,(ING) Elite Trainer Box - Escarlate e Violeta - Journey Together (English),liga,loja#657636,https://www.ligapokemon.com.br/?view=prod/view&pcode=133172&prod=(ING) Coleção Treinador Avançado - Escarlate e Violeta - Amigos de Jornada,549.99,1,jtg-etb-en,Journey Together Elite Trainer Box (English),Elite Trainer Box,Journey Together,129.24,5.1671,667.8,117.81,21.42,17.64,-117.4,-21.35,HIGH,RED,Margem total 21.4% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-133172-7,(ING) Elite Trainer Box - Escarlate e Violeta - Journey Together (English),liga,loja#316637,https://www.ligapokemon.com.br/?view=prod/view&pcode=133172&prod=(ING) Coleção Treinador Avançado - Escarlate e Violeta - Amigos de Jornada,550.0,2,jtg-etb-en,Journey Together Elite Trainer Box (English),Elite Trainer Box,Journey Together,129.24,5.1671,667.8,117.8,21.42,17.64,-117.41,-21.35,HIGH,RED,Margem total 21.4% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
LIGA-135867-1,(ING) Booster Box - Megaevolução 4 - Chaos Rising (English),liga,loja#309121,https://www.ligapokemon.com.br/?view=prod/view&pcode=135867&prod=(ING) Caixa de Booster - Megaevolução 4 - Caos Ascendente,998.99,2,cr-box-en,Chaos Rising Booster Box (English),Booster Box,Chaos Rising,234.1,5.1671,1209.62,210.63,21.08,17.41,-122.1,-12.22,HIGH,RED,Margem total 21.1% abaixo do piso de 30%,Ignorar,margem_total_abaixo_do_minimo
